sender_account,receiver_account,amount,timestamp,transaction_type,is_suspicious
A83,A99,2612.55,2023-10-05 18:45:00,Wire,0
A394,A467,2112.78,2023-10-01 15:23:00,DebitCard,0
A250,A325,3736.47,2023-09-08 16:06:00,DebitCard,0
A333,A197,2358.51,2023-12-04 08:02:00,Wire,0
A124,A244,1124.0,2023-01-13 13:31:00,DebitCard,0
A346,A14,2235.39,2023-09-11 22:35:00,CreditCard,0
A233,A483,644.22,2023-09-05 23:14:00,CreditCard,0
A308,A296,731.47,2023-12-13 12:45:00,CreditCard,1
A394,A47,3111.65,2023-08-23 14:49:00,Wire,0
A300,A498,1182.7,2023-11-25 01:01:00,ACH,0
A96,A448,3202.74,2023-06-03 23:44:00,CreditCard,0
A129,A354,3456.69,2023-04-21 00:50:00,CashDeposit,0
A337,A453,3897.7,2023-05-20 08:51:00,CashDeposit,0
A210,A385,4969.06,2023-11-16 02:06:00,ACH,0
A293,A397,1127.7,2023-10-18 08:57:00,DebitCard,0
A137,A383,767.99,2023-03-18 06:51:00,Wire,0
A3,A86,1745.5,2023-10-25 05:43:00,Wire,1
A35,A396,927.8,2023-09-11 12:30:00,Wire,0
A335,A147,1837.96,2023-09-24 21:25:00,Wire,0
A191,A95,2445.54,2023-09-14 08:03:00,CreditCard,0
A93,A257,2332.1,2023-12-12 07:58:00,ACH,0
A416,A108,938.58,2023-03-09 14:07:00,CreditCard,0
A93,A414,365.11,2023-10-04 09:40:00,CreditCard,0
A461,A446,1126.1,2023-05-29 20:04:00,Wire,0
A319,A55,307.69,2023-11-13 03:51:00,CreditCard,0
A43,A193,4416.31,2023-02-15 09:29:00,DebitCard,0
A15,A299,848.92,2023-03-27 11:32:00,Wire,0
A389,A51,335.56,2023-01-04 11:04:00,ACH,0
A489,A3,51.55,2023-08-31 05:40:00,CashDeposit,0
A21,A49,2075.91,2023-03-18 20:20:00,CashDeposit,0
A192,A308,2026.17,2023-07-09 08:28:00,DebitCard,0
A242,A387,832.86,2023-05-03 17:00:00,CashDeposit,0
A189,A349,148.83,2023-11-21 02:16:00,DebitCard,0
A418,A122,1054.01,2023-12-09 14:30:00,DebitCard,0
A193,A312,745.66,2023-01-21 20:11:00,DebitCard,0
A412,A51,2260.95,2023-01-02 02:57:00,Wire,0
A205,A371,1861.69,2023-11-01 04:01:00,CreditCard,1
A62,A444,906.98,2023-07-13 04:42:00,DebitCard,0
A384,A417,491.53,2023-04-01 11:45:00,DebitCard,0
A351,A337,8851.7,2023-11-13 16:53:00,Wire,0
A338,A96,1210.28,2023-01-02 03:20:00,DebitCard,1
A184,A447,2331.26,2023-01-17 15:48:00,DebitCard,0
A119,A310,302.93,2023-06-26 09:56:00,Wire,0
A406,A41,1329.47,2023-05-07 19:47:00,Wire,0
A482,A476,55.85,2023-06-23 08:25:00,ACH,0
A150,A310,1408.23,2023-03-13 00:36:00,CreditCard,0
A448,A292,6649.44,2023-10-13 18:13:00,CashDeposit,0
A254,A407,969.69,2023-02-01 17:00:00,DebitCard,0
A280,A447,79.55,2023-06-19 22:59:00,CreditCard,0
A488,A59,62.89,2023-06-25 13:15:00,CashDeposit,0
A108,A87,982.0,2023-10-02 06:01:00,ACH,0
A366,A14,348.77,2023-02-28 08:09:00,DebitCard,0
A392,A143,47.26,2023-03-22 05:40:00,DebitCard,0
A487,A459,2822.93,2023-09-02 03:48:00,ACH,0
A472,A273,1226.91,2023-08-19 16:01:00,Wire,0
A354,A170,682.85,2023-11-14 11:07:00,CreditCard,0
A392,A473,4606.83,2023-08-07 16:49:00,ACH,0
A193,A466,246.91,2023-09-19 05:06:00,Wire,0
A401,A287,6243.45,2023-11-08 17:04:00,Wire,0
A114,A132,753.66,2023-02-12 02:54:00,DebitCard,0
A45,A174,4385.73,2023-09-27 15:17:00,CashDeposit,0
A381,A482,1847.35,2023-02-12 06:33:00,CashDeposit,0
A436,A160,3505.55,2023-05-19 10:11:00,CashDeposit,0
A159,A31,8271.98,2023-08-03 20:01:00,CashDeposit,0
A198,A216,680.49,2023-04-27 09:04:00,DebitCard,0
A478,A407,6495.35,2023-02-15 23:41:00,CashDeposit,0
A302,A113,986.89,2023-02-08 19:21:00,Wire,1
A436,A235,973.93,2023-04-26 00:36:00,CreditCard,0
A151,A428,832.2,2023-03-21 16:48:00,Wire,0
A75,A307,1559.19,2023-04-14 04:19:00,CreditCard,0
A434,A410,334.81,2023-10-29 09:00:00,ACH,0
A158,A257,1613.58,2023-09-08 17:04:00,ACH,0
A434,A361,1560.48,2023-07-28 23:26:00,Wire,0
A110,A253,2870.14,2023-04-17 03:07:00,Wire,0
A414,A170,3587.32,2023-02-25 14:19:00,CreditCard,0
A478,A414,1161.21,2023-03-23 22:42:00,ACH,0
A397,A91,720.03,2023-11-08 22:38:00,Wire,0
A153,A417,600.41,2023-08-29 00:37:00,CreditCard,0
A280,A200,432.89,2023-05-03 20:20:00,Wire,0
A178,A387,118.75,2023-05-23 11:46:00,Wire,0
A372,A144,838.46,2023-04-13 19:20:00,CreditCard,0
A280,A201,630.1,2023-02-05 10:23:00,CreditCard,0
A405,A297,6787.49,2023-11-12 05:57:00,ACH,0
A363,A155,1631.57,2023-06-16 13:58:00,CreditCard,0
A226,A356,853.2,2023-06-25 15:38:00,DebitCard,0
A107,A111,1737.23,2023-10-20 20:35:00,CreditCard,0
A4,A185,299.78,2023-09-22 07:30:00,CashDeposit,0
A402,A439,1174.13,2023-02-23 17:47:00,Wire,0
A218,A347,1968.25,2023-11-03 10:32:00,CreditCard,0
A49,A182,1342.37,2023-06-22 12:47:00,CreditCard,0
A60,A263,1027.59,2023-08-25 16:38:00,DebitCard,0
A496,A76,10182.08,2023-08-17 06:34:00,Wire,1
A125,A17,4245.78,2023-02-13 06:06:00,CreditCard,0
A154,A352,1953.17,2023-08-06 01:17:00,CreditCard,0
A192,A397,1685.05,2023-09-09 20:59:00,ACH,0
A442,A418,1938.65,2023-08-25 18:30:00,Wire,0
A334,A227,449.57,2023-05-14 17:43:00,ACH,0
A42,A62,1005.51,2023-06-28 02:51:00,CashDeposit,0
A300,A293,80.52,2023-07-28 11:43:00,Wire,0
A381,A48,1290.8,2023-10-17 05:04:00,CashDeposit,0
A247,A330,1566.25,2023-09-13 20:36:00,Wire,0
A64,A50,516.89,2023-04-29 09:53:00,ACH,0
A441,A407,6650.08,2023-07-15 16:50:00,CreditCard,0
A358,A10,4803.81,2023-05-24 09:02:00,CashDeposit,0
A401,A415,2561.3,2023-07-12 23:58:00,Wire,0
A428,A299,1524.51,2023-07-16 05:41:00,ACH,0
A106,A494,4079.97,2023-08-28 18:46:00,ACH,0
A306,A355,280.02,2023-03-07 12:19:00,ACH,0
A409,A160,3126.16,2023-02-14 19:11:00,ACH,0
A105,A334,266.65,2023-02-28 16:40:00,ACH,0
A435,A385,3161.8,2023-01-13 17:52:00,ACH,0
A259,A152,645.29,2023-05-13 08:49:00,CashDeposit,0
A483,A336,4192.62,2023-01-01 00:44:00,CreditCard,0
A484,A265,5766.31,2023-11-26 08:41:00,DebitCard,0
A227,A71,322.21,2023-07-30 02:31:00,Wire,0
A267,A466,1242.31,2023-05-09 04:50:00,CashDeposit,0
A107,A352,7925.3,2023-02-06 01:09:00,ACH,0
A96,A72,1321.0,2023-04-20 02:53:00,CreditCard,0
A308,A282,3983.56,2023-03-20 15:47:00,CashDeposit,0
A65,A373,1777.02,2023-08-15 13:51:00,Wire,0
A130,A133,941.06,2023-05-20 00:03:00,CreditCard,0
A42,A483,673.14,2023-04-03 13:03:00,Wire,0
A73,A274,454.36,2023-03-16 04:30:00,ACH,0
A137,A324,2869.27,2023-09-11 16:45:00,CreditCard,0
A288,A336,977.28,2023-08-24 20:18:00,CashDeposit,0
A214,A420,1431.91,2023-02-25 21:13:00,DebitCard,0
A222,A194,1355.83,2023-01-10 10:24:00,CashDeposit,0
A138,A63,1722.09,2023-07-13 12:03:00,ACH,0
A208,A33,4013.53,2023-04-30 21:58:00,ACH,0
A170,A398,7899.38,2023-04-10 11:43:00,CreditCard,0
A115,A140,1047.09,2023-01-04 14:11:00,ACH,0
A496,A113,3514.94,2023-05-18 20:32:00,ACH,0
A63,A89,2892.32,2023-07-11 16:24:00,DebitCard,0
A413,A250,1704.42,2023-02-04 18:50:00,CashDeposit,0
A292,A443,6249.28,2023-04-13 16:07:00,CashDeposit,0
A50,A459,447.47,2023-01-18 11:06:00,CreditCard,0
A384,A199,231.41,2023-03-07 18:44:00,DebitCard,0
A347,A495,3847.78,2023-10-15 04:10:00,CashDeposit,0
A451,A435,1156.6,2023-05-27 14:25:00,Wire,0
A132,A4,3754.23,2023-09-08 00:06:00,CashDeposit,0
A336,A64,4471.54,2023-02-21 22:40:00,Wire,0
A136,A27,128.99,2023-12-01 09:27:00,DebitCard,0
A127,A347,4299.12,2023-08-10 14:55:00,Wire,0
A93,A224,1189.57,2023-05-09 21:18:00,Wire,0
A141,A487,1428.47,2023-06-05 17:52:00,CashDeposit,0
A451,A472,1970.17,2023-10-24 09:02:00,CreditCard,0
A439,A44,5217.75,2023-12-11 22:59:00,DebitCard,0
A160,A432,38.6,2023-02-02 19:39:00,ACH,0
A122,A483,1295.75,2023-02-04 02:10:00,CreditCard,0
A43,A380,2327.72,2023-04-15 01:48:00,CashDeposit,0
A413,A447,2565.36,2023-01-04 21:27:00,Wire,0
A477,A374,2358.77,2023-02-19 16:07:00,Wire,0
A350,A346,288.75,2023-11-20 08:09:00,CashDeposit,0
A207,A7,711.62,2023-08-13 09:11:00,CreditCard,0
A381,A3,888.56,2023-09-18 00:25:00,Wire,0
A383,A176,3263.75,2023-03-30 22:04:00,CashDeposit,0
A21,A310,653.57,2023-06-13 08:22:00,CreditCard,0
A451,A391,473.23,2023-07-10 14:33:00,CreditCard,0
A187,A429,6314.06,2023-02-18 12:57:00,CashDeposit,0
A26,A216,17.81,2023-06-30 09:48:00,Wire,0
A496,A57,12257.65,2023-05-04 01:07:00,CreditCard,1
A425,A276,2259.1,2023-11-06 18:12:00,ACH,0
A247,A150,3525.99,2023-04-07 09:25:00,CreditCard,1
A323,A291,698.04,2023-05-24 07:31:00,CreditCard,0
A475,A477,28.84,2023-08-23 02:23:00,CashDeposit,0
A18,A478,2677.83,2023-06-18 14:15:00,CashDeposit,0
A29,A182,3593.28,2023-01-03 03:28:00,CashDeposit,0
A152,A181,2697.81,2023-02-09 00:24:00,ACH,0
A369,A95,308.29,2023-05-27 09:19:00,DebitCard,1
A220,A251,2800.2,2023-03-13 22:10:00,ACH,0
A460,A78,2930.01,2023-05-30 12:55:00,ACH,0
A3,A79,2149.05,2023-10-08 03:32:00,DebitCard,0
A202,A191,2905.86,2023-04-19 23:11:00,DebitCard,0
A93,A274,3740.59,2023-10-23 11:22:00,DebitCard,0
A224,A336,1901.79,2023-11-02 14:25:00,Wire,0
A181,A382,185.56,2023-06-08 00:00:00,ACH,0
A445,A363,1337.41,2023-03-14 06:12:00,ACH,0
A20,A68,161.66,2023-05-24 15:35:00,Wire,0
A461,A16,1046.95,2023-02-28 08:49:00,CreditCard,0
A491,A340,1045.48,2023-04-07 18:35:00,ACH,0
A281,A253,136.58,2023-10-19 04:56:00,CreditCard,0
A391,A399,857.94,2023-11-18 00:59:00,Wire,0
A472,A379,235.31,2023-11-03 22:47:00,Wire,0
A490,A55,3302.97,2023-10-16 14:49:00,ACH,0
A176,A256,5901.06,2023-01-05 23:15:00,CreditCard,0
A424,A175,150.13,2023-06-06 10:28:00,CashDeposit,0
A222,A245,6207.31,2023-04-16 09:23:00,DebitCard,0
A389,A219,1478.7,2023-04-01 04:50:00,CashDeposit,0
A261,A95,712.11,2023-04-01 19:52:00,DebitCard,0
A442,A134,159.95,2023-09-13 05:02:00,CreditCard,0
A219,A101,1388.79,2023-06-22 12:56:00,ACH,0
A257,A312,3164.77,2023-03-07 23:14:00,CreditCard,0
A302,A322,2455.76,2023-08-20 00:08:00,CreditCard,0
A67,A205,103.06,2023-01-14 23:15:00,DebitCard,0
A475,A74,151.39,2023-06-05 05:05:00,ACH,0
A46,A442,1031.25,2023-01-19 13:15:00,Wire,0
A156,A358,699.94,2023-08-19 13:56:00,CreditCard,0
A218,A245,528.93,2023-01-23 08:04:00,CashDeposit,0
A26,A155,659.8,2023-02-10 01:40:00,DebitCard,0
A482,A179,3254.01,2023-09-17 01:55:00,Wire,0
A458,A24,5296.59,2023-03-08 04:10:00,ACH,1
A338,A381,1038.73,2023-04-28 02:31:00,CreditCard,0
A143,A465,4731.28,2023-08-09 19:52:00,ACH,0
A129,A485,775.73,2023-06-28 20:55:00,DebitCard,0
A57,A49,1294.2,2023-09-01 13:21:00,ACH,0
A394,A441,512.44,2023-02-17 10:38:00,DebitCard,0
A414,A185,2045.95,2023-09-28 11:50:00,CashDeposit,0
A190,A121,7724.67,2023-08-25 17:57:00,DebitCard,0
A196,A44,1850.12,2023-11-20 00:25:00,ACH,0
A380,A308,885.75,2023-02-13 19:40:00,ACH,0
A467,A452,2087.21,2023-08-27 05:50:00,CreditCard,0
A228,A473,262.32,2023-02-05 21:54:00,ACH,0
A316,A175,4390.32,2023-04-20 18:20:00,Wire,0
A103,A273,1398.67,2023-09-20 10:10:00,CreditCard,0
A98,A214,1193.31,2023-07-20 10:18:00,DebitCard,0
A388,A436,1763.13,2023-11-05 01:13:00,CashDeposit,0
A458,A187,1960.51,2023-06-13 06:53:00,ACH,0
A34,A247,148.96,2023-06-02 13:18:00,CashDeposit,0
A257,A404,2295.29,2023-01-08 23:08:00,CreditCard,0
A356,A495,553.96,2023-02-16 22:38:00,DebitCard,0
A289,A31,2503.2,2023-10-17 05:29:00,CreditCard,0
A203,A253,3457.96,2023-09-07 06:56:00,CashDeposit,0
A497,A38,3258.86,2023-03-02 06:19:00,Wire,0
A196,A287,1608.16,2023-10-11 18:15:00,Wire,0
A139,A105,1468.65,2023-03-09 00:23:00,ACH,0
A111,A303,308.35,2023-09-11 16:02:00,ACH,0
A404,A262,2986.39,2023-06-15 19:42:00,CashDeposit,0
A268,A132,633.29,2023-04-21 11:14:00,CreditCard,0
A137,A282,1373.12,2023-02-13 08:44:00,CreditCard,0
A273,A121,668.92,2023-04-17 06:09:00,ACH,0
A482,A452,287.34,2023-04-12 03:04:00,CreditCard,0
A404,A26,1986.12,2023-08-22 21:29:00,CreditCard,0
A107,A273,111.73,2023-02-12 07:14:00,ACH,0
A323,A309,2761.78,2023-05-15 09:20:00,DebitCard,0
A361,A452,764.24,2023-07-19 23:38:00,DebitCard,0
A209,A459,0.27,2023-08-11 15:12:00,DebitCard,0
A29,A320,1431.31,2023-10-25 01:38:00,ACH,0
A112,A374,95.97,2023-04-12 19:58:00,CreditCard,0
A8,A275,646.4,2023-08-28 07:43:00,CashDeposit,0
A381,A352,2455.0,2023-05-20 01:48:00,DebitCard,0
A324,A309,129.48,2023-07-20 13:38:00,CreditCard,0
A112,A166,3656.91,2023-04-08 20:45:00,CreditCard,0
A413,A439,7.65,2023-10-02 02:55:00,Wire,0
A118,A373,566.91,2023-09-22 10:23:00,Wire,0
A461,A245,2701.11,2023-02-04 02:41:00,Wire,0
A94,A417,760.38,2023-11-10 23:20:00,CreditCard,0
A251,A482,214.93,2023-09-23 14:17:00,CreditCard,0
A10,A158,893.31,2023-03-01 07:36:00,CreditCard,0
A351,A311,630.5,2023-03-10 09:26:00,ACH,0
A218,A125,3699.35,2023-06-15 16:03:00,Wire,0
A269,A70,751.86,2023-09-22 14:33:00,ACH,0
A193,A196,3111.15,2023-01-08 13:01:00,ACH,0
A390,A425,4448.88,2023-08-23 15:34:00,ACH,0
A394,A42,1137.68,2023-04-08 10:49:00,CreditCard,0
A307,A6,4814.63,2023-10-16 12:06:00,ACH,0
A54,A277,947.44,2023-09-26 00:24:00,DebitCard,0
A43,A103,6652.83,2023-02-20 16:36:00,Wire,0
A456,A227,187.06,2023-10-24 21:38:00,CreditCard,0
A245,A79,2323.23,2023-03-30 18:26:00,ACH,0
A136,A321,1361.7,2023-07-17 22:09:00,ACH,1
A22,A52,980.9,2023-07-18 07:09:00,DebitCard,0
A453,A428,2003.22,2023-06-01 04:48:00,CreditCard,1
A114,A12,2433.83,2023-03-24 12:43:00,Wire,0
A180,A335,8.75,2023-04-15 10:30:00,CreditCard,0
A350,A196,365.33,2023-09-08 01:03:00,ACH,0
A56,A114,2496.87,2023-02-07 00:59:00,DebitCard,0
A315,A170,2195.54,2023-02-13 02:09:00,DebitCard,0
A470,A43,6765.59,2023-11-23 01:45:00,ACH,0
A91,A219,2862.9,2023-07-13 03:24:00,DebitCard,0
A347,A217,6022.61,2023-02-24 16:38:00,DebitCard,0
A146,A178,2424.95,2023-11-15 17:22:00,ACH,0
A255,A338,707.79,2023-05-15 09:21:00,DebitCard,0
A364,A408,222.68,2023-01-28 19:19:00,ACH,0
A76,A398,3044.91,2023-08-27 18:56:00,CreditCard,0
A199,A228,2066.49,2023-09-20 15:11:00,Wire,0
A57,A295,98.77,2023-06-05 15:08:00,DebitCard,0
A165,A65,892.73,2023-03-08 05:13:00,Wire,0
A253,A217,6283.82,2023-06-25 05:33:00,Wire,0
A325,A170,1387.9,2023-02-20 07:47:00,CreditCard,0
A281,A254,1133.84,2023-07-16 03:38:00,CashDeposit,0
A274,A420,1223.87,2023-03-25 18:46:00,Wire,0
A366,A215,468.62,2023-07-11 20:31:00,CashDeposit,0
A415,A383,919.97,2023-03-21 20:34:00,ACH,0
A1,A104,923.48,2023-11-06 16:36:00,ACH,0
A242,A490,107.55,2023-02-18 15:21:00,ACH,0
A178,A184,2918.31,2023-11-06 00:30:00,CreditCard,0
A73,A427,1077.44,2023-11-07 16:21:00,CashDeposit,0
A467,A215,3453.97,2023-03-30 06:58:00,CreditCard,0
A28,A382,3798.89,2023-02-20 04:07:00,ACH,0
A360,A73,476.5,2023-05-18 10:18:00,ACH,0
A217,A190,2142.11,2023-01-20 16:35:00,ACH,0
A37,A244,1278.39,2023-11-01 21:38:00,CashDeposit,0
A15,A75,4243.14,2023-05-13 23:33:00,CreditCard,0
A39,A6,486.03,2023-07-27 05:35:00,Wire,0
A93,A240,2265.25,2023-09-28 17:18:00,CreditCard,0
A357,A485,1871.72,2023-04-20 01:08:00,Wire,0
A172,A227,699.97,2023-10-12 11:57:00,ACH,0
A79,A30,293.76,2023-11-17 19:40:00,ACH,0
A88,A257,2109.04,2023-02-28 09:08:00,ACH,0
A216,A348,2683.39,2023-12-12 05:51:00,Wire,0
A424,A132,758.51,2023-12-01 15:39:00,CashDeposit,0
A363,A116,2070.33,2023-06-04 06:05:00,CreditCard,0
A47,A267,1005.49,2023-05-18 11:10:00,CreditCard,0
A205,A316,2497.99,2023-01-21 09:18:00,CreditCard,0
A421,A381,444.33,2023-07-23 15:11:00,CashDeposit,0
A418,A354,4418.46,2023-06-20 13:15:00,Wire,0
A328,A207,677.7,2023-10-29 04:39:00,Wire,0
A411,A190,917.05,2023-08-24 10:29:00,Wire,0
A55,A53,119.7,2023-01-29 07:54:00,DebitCard,0
A433,A171,236.47,2023-01-11 05:05:00,CreditCard,0
A277,A54,1450.77,2023-01-24 18:46:00,CreditCard,0
A387,A465,622.84,2023-04-23 13:07:00,CreditCard,0
A326,A475,3609.45,2023-01-12 18:49:00,CreditCard,0
A291,A289,29.6,2023-01-17 08:07:00,CashDeposit,0
A247,A23,953.15,2023-01-18 11:51:00,DebitCard,0
A158,A4,823.0,2023-05-10 20:26:00,DebitCard,0
A256,A99,39.03,2023-04-25 11:54:00,Wire,0
A498,A66,265.62,2023-09-13 19:54:00,ACH,0
A459,A379,1067.65,2023-07-03 08:20:00,ACH,0
A396,A76,1357.95,2023-01-09 14:57:00,CashDeposit,0
A244,A300,1036.0,2023-11-13 07:47:00,ACH,0
A77,A349,1514.04,2023-06-18 14:41:00,ACH,0
A47,A487,1808.39,2023-09-19 14:01:00,CreditCard,0
A413,A348,19.95,2023-08-27 04:39:00,CreditCard,0
A82,A493,1247.6,2023-07-02 15:13:00,CashDeposit,0
A311,A333,6620.84,2023-07-10 12:33:00,DebitCard,0
A67,A173,1463.91,2023-04-16 21:24:00,DebitCard,0
A481,A220,2263.57,2023-01-15 13:38:00,Wire,0
A312,A310,747.54,2023-01-28 07:20:00,CreditCard,0
A254,A49,2974.36,2023-10-20 23:48:00,ACH,0
A445,A158,2964.92,2023-07-19 04:56:00,ACH,0
A232,A160,1473.35,2023-03-03 19:00:00,DebitCard,0
A143,A295,7460.56,2023-05-13 06:48:00,DebitCard,0
A91,A363,268.32,2023-10-09 01:19:00,Wire,0
A242,A131,34.19,2023-10-05 20:28:00,Wire,0
A71,A481,2940.73,2023-02-15 03:14:00,CashDeposit,0
A186,A439,3291.74,2023-04-15 08:34:00,Wire,0
A317,A469,256.14,2023-09-05 19:02:00,CreditCard,0
A262,A432,617.36,2023-08-16 10:07:00,DebitCard,0
A349,A211,35.42,2023-07-04 04:59:00,Wire,0
A448,A349,694.32,2023-01-16 12:54:00,CashDeposit,0
A29,A379,2966.86,2023-10-15 20:17:00,CreditCard,0
A287,A4,1459.46,2023-02-26 06:35:00,ACH,0
A81,A291,855.71,2023-05-26 08:57:00,ACH,0
A447,A236,929.6,2023-09-01 15:07:00,ACH,0
A239,A328,2.71,2023-07-14 19:54:00,Wire,0
A92,A374,712.78,2023-02-09 10:45:00,Wire,0
A102,A205,2079.51,2023-04-30 16:24:00,ACH,0
A309,A248,7314.33,2023-03-19 10:02:00,Wire,0
A232,A19,3755.43,2023-07-18 10:59:00,CreditCard,0
A74,A327,47.76,2023-03-19 17:19:00,DebitCard,0
A307,A396,4576.59,2023-05-19 10:58:00,ACH,0
A185,A404,3057.55,2023-06-06 14:21:00,Wire,0
A108,A444,3031.68,2023-01-09 08:28:00,Wire,0
A325,A90,1224.96,2023-01-31 10:25:00,CreditCard,0
A207,A41,1015.01,2023-04-19 14:54:00,Wire,0
A268,A109,721.7,2023-09-01 19:26:00,DebitCard,0
A27,A47,135.9,2023-11-22 20:14:00,Wire,0
A385,A152,518.15,2023-03-01 21:42:00,CreditCard,0
A214,A246,566.33,2023-06-23 02:58:00,CashDeposit,0
A82,A494,1323.6,2023-09-11 15:46:00,Wire,0
A354,A292,2752.25,2023-05-22 16:20:00,ACH,0
A457,A305,1284.19,2023-03-14 07:02:00,ACH,0
A296,A315,119.17,2023-02-22 15:41:00,DebitCard,0
A421,A480,6330.19,2023-09-25 08:54:00,DebitCard,1
A459,A234,5719.76,2023-12-06 23:50:00,CreditCard,0
A162,A58,3076.0,2023-10-16 08:44:00,Wire,0
A369,A1,9495.29,2023-06-14 01:02:00,CreditCard,0
A327,A496,1572.64,2023-07-30 13:56:00,ACH,0
A381,A96,6581.19,2023-06-02 23:33:00,CashDeposit,0
A307,A193,157.23,2023-03-20 16:38:00,DebitCard,0
A97,A497,910.41,2023-09-05 10:40:00,CashDeposit,0
A189,A416,510.77,2023-05-13 10:53:00,ACH,0
A157,A257,435.9,2023-10-26 04:58:00,ACH,0
A332,A233,303.51,2023-05-31 18:03:00,Wire,0
A424,A277,1947.91,2023-06-05 01:07:00,CashDeposit,0
A171,A58,3040.31,2023-12-04 06:33:00,CreditCard,0
A191,A90,1726.91,2023-07-21 06:02:00,CashDeposit,0
A223,A195,317.9,2023-04-14 18:36:00,Wire,0
A359,A317,3333.33,2023-12-08 11:30:00,ACH,0
A412,A428,2020.95,2023-02-07 19:07:00,ACH,0
A315,A477,982.59,2023-05-30 17:48:00,ACH,0
A384,A319,2242.52,2023-12-04 14:14:00,CashDeposit,0
A227,A257,601.95,2023-07-31 14:53:00,ACH,0
A436,A215,846.83,2023-03-19 03:21:00,CreditCard,0
A282,A195,4989.57,2023-02-11 16:31:00,CreditCard,0
A486,A63,686.4,2023-05-08 15:42:00,Wire,0
A420,A330,1269.71,2023-09-14 06:12:00,Wire,1
A191,A400,4417.12,2023-03-23 12:47:00,CashDeposit,0
A450,A337,2460.1,2023-04-07 07:13:00,DebitCard,0
A407,A465,128.44,2023-05-31 23:50:00,CreditCard,1
A465,A212,318.7,2023-01-12 21:30:00,ACH,1
A404,A191,15.74,2023-11-03 02:45:00,CashDeposit,0
A307,A162,1993.49,2023-05-03 00:03:00,CreditCard,0
A220,A123,1187.23,2023-07-22 08:07:00,Wire,0
A329,A201,288.38,2023-10-29 15:58:00,ACH,0
A295,A219,6337.04,2023-02-16 22:05:00,Wire,0
A88,A206,1508.6,2023-11-26 04:46:00,DebitCard,0
A223,A118,553.86,2023-02-06 06:07:00,CreditCard,0
A323,A295,1388.71,2023-10-13 13:09:00,Wire,0
A321,A469,2276.5,2023-04-05 17:55:00,CashDeposit,0
A165,A104,158.6,2023-02-03 22:52:00,ACH,1
A5,A321,642.35,2023-10-08 08:38:00,CashDeposit,0
A316,A362,3289.77,2023-07-17 22:40:00,ACH,0
A12,A380,1231.13,2023-09-25 07:16:00,CreditCard,0
A324,A323,1581.86,2023-10-11 02:40:00,DebitCard,0
A334,A459,1134.14,2023-03-22 17:43:00,DebitCard,0
A430,A125,89.79,2023-09-22 10:36:00,Wire,0
A337,A26,362.44,2023-04-11 02:40:00,ACH,0
A321,A11,1179.53,2023-08-21 10:18:00,CashDeposit,0
A56,A235,469.38,2023-12-04 13:59:00,CashDeposit,0
A72,A144,102.54,2023-04-06 09:20:00,CreditCard,0
A253,A432,3711.31,2023-05-12 13:56:00,CreditCard,0
A251,A407,7947.0,2023-01-08 23:51:00,Wire,0
A491,A320,3151.45,2023-01-28 18:49:00,CreditCard,0
A192,A455,3845.35,2023-04-25 04:08:00,Wire,0
A92,A152,554.08,2023-01-04 16:36:00,CreditCard,0
A323,A310,6469.35,2023-11-08 05:26:00,ACH,0
A175,A177,438.62,2023-06-26 04:28:00,CashDeposit,0
A2,A81,6049.49,2023-07-09 23:06:00,DebitCard,0
A98,A310,10525.63,2023-01-11 18:15:00,CashDeposit,1
A11,A265,2487.67,2023-07-06 07:41:00,CreditCard,0
A186,A58,7941.82,2023-11-24 03:50:00,CreditCard,1
A70,A112,1685.8,2023-01-31 09:08:00,CreditCard,0
A246,A102,600.97,2023-12-14 01:26:00,ACH,0
A282,A333,1148.94,2023-04-18 03:48:00,Wire,0
A253,A223,1800.64,2023-07-06 15:39:00,Wire,0
A128,A88,151.78,2023-03-14 01:04:00,DebitCard,0
A52,A298,1947.54,2023-10-16 18:40:00,CashDeposit,0
A406,A105,7945.44,2023-09-20 21:27:00,Wire,0
A228,A216,421.71,2023-08-06 02:48:00,DebitCard,0
A318,A55,3146.16,2023-08-10 02:37:00,Wire,0
A290,A180,4769.73,2023-05-17 03:42:00,ACH,0
A455,A17,5754.18,2023-07-06 04:18:00,DebitCard,0
A150,A309,6444.54,2023-10-28 23:41:00,CashDeposit,0
A15,A58,1474.03,2023-03-07 12:01:00,DebitCard,0
A95,A183,7571.48,2023-03-31 07:37:00,ACH,0
A190,A74,2831.94,2023-10-11 19:30:00,DebitCard,0
A163,A352,352.69,2023-01-04 23:15:00,DebitCard,0
A290,A407,1295.97,2023-04-28 01:50:00,CreditCard,0
A197,A145,2534.05,2023-08-08 02:37:00,CreditCard,0
A52,A287,568.28,2023-04-12 05:37:00,CashDeposit,0
A413,A440,2046.72,2023-09-02 10:18:00,ACH,0
A330,A215,2196.83,2023-09-06 08:33:00,Wire,0
A163,A101,355.15,2023-03-13 18:29:00,ACH,0
A255,A23,1665.21,2023-04-10 21:52:00,Wire,0
A231,A87,2953.55,2023-08-07 23:22:00,DebitCard,0
A121,A295,1381.88,2023-01-08 17:50:00,DebitCard,1
A401,A438,24.35,2023-07-29 15:03:00,ACH,0
A145,A67,18.16,2023-11-03 10:23:00,Wire,0
A273,A470,883.31,2023-07-12 01:29:00,ACH,0
A8,A35,5212.63,2023-06-21 01:59:00,ACH,0
